# full-loop .dat — generated by util/make_loop_dat.py
# topology=open, half-length=80.0 Mm, apex_T=2.00 MK, footpoint |B|=351.9 G (uniform)
# chromosphere: Model C7 (two-fluid); TR+corona: hydrostatic, fully ionized (single-fluid via F_SLAVE)
# Units: SI (m, T, K, m^-3, J/kg)

[META]
ns=378
g_si=274.0
B_outer_T=3.519000e-02
phi_g_offset_Jpkg=0.0
topology=open
loop_half_length_m=8.000000e+07

[CELLS]
# i  ds_m         B_imh_T      B_iph_T      phi_g_imh    phi_g_iph    ne_im3       nn_im3       T_K
70  1.100000e+04  3.519000e-02  3.519000e-02  2.109800e+08  2.139940e+08  8.943403e+16  1.378846e+17  6.648189e+03
71  1.100000e+04  3.519000e-02  3.519000e-02  2.139940e+08  2.170080e+08  8.685128e+16  1.274268e+17  6.649199e+03
72  1.100000e+04  3.519000e-02  3.519000e-02  2.170080e+08  2.200220e+08  8.426852e+16  1.169689e+17  6.650209e+03
73  1.100000e+04  3.519000e-02  3.519000e-02  2.200220e+08  2.230360e+08  8.168577e+16  1.065111e+17  6.651219e+03
74  1.100000e+04  3.519000e-02  3.519000e-02  2.230360e+08  2.260500e+08  7.917682e+16  9.713338e+16  6.652270e+03
75  1.100000e+04  3.519000e-02  3.519000e-02  2.260500e+08  2.290640e+08  7.691885e+16  9.142824e+16  6.653459e+03
76  1.100000e+04  3.519000e-02  3.519000e-02  2.290640e+08  2.320780e+08  7.466088e+16  8.572311e+16  6.654649e+03
77  1.100000e+04  3.519000e-02  3.519000e-02  2.320780e+08  2.350920e+08  7.240291e+16  8.001797e+16  6.655838e+03
78  1.100000e+04  3.519000e-02  3.519000e-02  2.350920e+08  2.381060e+08  7.014493e+16  7.431284e+16  6.657027e+03
79  1.100000e+04  3.519000e-02  3.519000e-02  2.381060e+08  2.411200e+08  6.788696e+16  6.860770e+16  6.658216e+03
80  1.100000e+04  3.519000e-02  3.519000e-02  2.411200e+08  2.441340e+08  6.562899e+16  6.290257e+16  6.659405e+03
81  1.100000e+04  3.519000e-02  3.519000e-02  2.441340e+08  2.471480e+08  6.352269e+16  5.832173e+16  6.660740e+03
82  1.100000e+04  3.519000e-02  3.519000e-02  2.471480e+08  2.501620e+08  6.156808e+16  5.486519e+16  6.662221e+03
83  1.100000e+04  3.519000e-02  3.519000e-02  2.501620e+08  2.531760e+08  5.961346e+16  5.140865e+16  6.663702e+03
84  1.100000e+04  3.519000e-02  3.519000e-02  2.531760e+08  2.561900e+08  5.765885e+16  4.795212e+16  6.665183e+03
85  1.100000e+04  3.519000e-02  3.519000e-02  2.561900e+08  2.592040e+08  5.570423e+16  4.449558e+16  6.666663e+03
86  1.100000e+04  3.519000e-02  3.519000e-02  2.592040e+08  2.622180e+08  5.387628e+16  4.188349e+16  6.668384e+03
87  1.100000e+04  3.519000e-02  3.519000e-02  2.622180e+08  2.652320e+08  5.208558e+16  3.951977e+16  6.670174e+03
88  1.100000e+04  3.519000e-02  3.519000e-02  2.652320e+08  2.682460e+08  5.029488e+16  3.715605e+16  6.671965e+03
89  1.100000e+04  3.519000e-02  3.519000e-02  2.682460e+08  2.712600e+08  4.850419e+16  3.479233e+16  6.673756e+03
90  1.100000e+04  3.519000e-02  3.519000e-02  2.712600e+08  2.742740e+08  4.566388e+16  4.566388e+13  9.446961e+03
91  1.100000e+04  3.519000e-02  3.519000e-02  2.742740e+08  2.772880e+08  2.184465e+16  2.184465e+13  1.956443e+04
92  1.100000e+04  3.519000e-02  3.519000e-02  2.772880e+08  2.803020e+08  1.148769e+16  1.148769e+13  3.702010e+04
93  1.100000e+04  3.519000e-02  3.519000e-02  2.803020e+08  2.833160e+08  6.874073e+15  6.874073e+12  6.168377e+04
94  1.100000e+04  3.519000e-02  3.519000e-02  2.833160e+08  2.863300e+08  4.532332e+15  4.532332e+12  9.337146e+04
95  1.100000e+04  3.519000e-02  3.519000e-02  2.863300e+08  2.893440e+08  3.205272e+15  3.205272e+12  1.318468e+05
96  1.100000e+04  3.519000e-02  3.519000e-02  2.893440e+08  2.923580e+08  2.387524e+15  2.387524e+12  1.768228e+05
97  1.100000e+04  3.519000e-02  3.519000e-02  2.923580e+08  2.953720e+08  1.850427e+15  1.850427e+12  2.279640e+05
98  1.100000e+04  3.519000e-02  3.519000e-02  2.953720e+08  2.983860e+08  1.479737e+15  1.479737e+12  2.848889e+05
99  1.100000e+04  3.519000e-02  3.519000e-02  2.983860e+08  3.014000e+08  1.213629e+15  1.213629e+12  3.471729e+05
100  1.100000e+04  3.519000e-02  3.519000e-02  3.014000e+08  3.044140e+08  1.016416e+15  1.016416e+12  4.143513e+05
101  1.100000e+04  3.519000e-02  3.519000e-02  3.044140e+08  3.074280e+08  8.663821e+14  8.663821e+11  4.859232e+05
102  1.100000e+04  3.519000e-02  3.519000e-02  3.074280e+08  3.104420e+08  7.497192e+14  7.497192e+11  5.613545e+05
103  1.100000e+04  3.519000e-02  3.519000e-02  3.104420e+08  3.134560e+08  6.573185e+14  6.573185e+11  6.400827e+05
104  1.100000e+04  3.519000e-02  3.519000e-02  3.134560e+08  3.164700e+08  5.829796e+14  5.829796e+11  7.215206e+05
105  1.100000e+04  3.519000e-02  3.519000e-02  3.164700e+08  3.194840e+08  5.223662e+14  5.223662e+11  8.050605e+05
106  1.100000e+04  3.519000e-02  3.519000e-02  3.194840e+08  3.224980e+08  4.723737e+14  4.723737e+11  8.900795e+05
107  1.100000e+04  3.519000e-02  3.519000e-02  3.224980e+08  3.255120e+08  4.307336e+14  4.307336e+11  9.759432e+05
